sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN33819359	SRR23930755	ERZ26482009	seqkit.v0.1_DLS_k0_93fcf958a42ae21289b035a12f856247	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819359.fa.gz	
SAMN33819360	SRR23930754	ERZ26482013	seqkit.v0.1_DLS_k0_ac618823c2b297c76ce9bea0eb747a1b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819360.fa.gz	
SAMN33819361	SRR23930753	ERZ26482018	seqkit.v0.1_DLS_k0_3836dd4d43791c42168ef260be05386c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819361.fa.gz	
SAMN33819362	SRR23930752	ERZ26482023	seqkit.v0.1_DLS_k0_668f218bd8546bcb6802b8c9a6f78733	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819362.fa.gz	
SAMN33819363	SRR23930750	ERZ26482027	seqkit.v0.1_DLS_k0_b56dd77475c45aaa2619052f0d4374b9	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819363.fa.gz	
SAMN33819364	SRR23930749	ERZ26482032	seqkit.v0.1_DLS_k0_de83278061b00eebae8a0096d6dc3628	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819364.fa.gz	
SAMN33819365	SRR23930748	ERZ26482037	seqkit.v0.1_DLS_k0_d15eaa88e2029721eb6382c8ea4c5924	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819365.fa.gz	
SAMN33819366	SRR23930747	ERZ26482042	seqkit.v0.1_DLS_k0_aeec65e4f2186036f6c0194cfc874d0b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819366.fa.gz	
SAMN33819367	SRR23930746	ERZ26482048	seqkit.v0.1_DLS_k0_f488a57fc8f7b83cee9d1e3ed92eb5d4	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819367.fa.gz	
SAMN33819368	SRR23930745	ERZ26482052	seqkit.v0.1_DLS_k0_e8c82a54b2475de420ba98113bef743c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33819368.fa.gz	
SAMN33828502	SRR23917373	ERZ26482136	seqkit.v0.1_DLS_k0_bfa1daf171cb950fd929435dcb8734e3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33828502.fa.gz	
SAMN33830175	SRR23919796	ERZ26482269	seqkit.v0.1_DLS_k0_ba0f96c3b42a24ce3594aa6291316acc	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33830175.fa.gz	
SAMN33830178	SRR23919793	ERZ26482284	seqkit.v0.1_DLS_k0_1fc42b911792b4235bb181c1ded77d74	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33830178.fa.gz	
SAMN33845270	SRR23931621	ERZ26483332	seqkit.v0.1_DLS_k0_f776c606ab9bd17cda8d5036fbb1dba8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33845270.fa.gz	
SAMN33845283	SRR23931616	ERZ26483383	seqkit.v0.1_DLS_k0_ee6c9a8e16f32edc0e129eb5ea99dfa6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33845283.fa.gz	
SAMN33858864	SRR23937790	ERZ26483573	seqkit.v0.1_DLS_k0_7047fb7e09e67f0ba49ac9bba25d13bd	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33858864.fa.gz	
SAMN33905533	SRR23958004	ERZ26484266	seqkit.v0.1_DLS_k0_d970dffe8b16dd0ebba3f9686b8a4b95	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33905533.fa.gz	
SAMN33905536	SRR23958001	ERZ26484271	seqkit.v0.1_DLS_k0_3a1542e85fffe74df86705f1e05d10a6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33905536.fa.gz	
SAMN33905537	SRR23958000	ERZ26484276	seqkit.v0.1_DLS_k0_da901c59a8f6dc66278827fdf21bc756	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33905537.fa.gz	
SAMN33905538	SRR23958013	ERZ26484282	seqkit.v0.1_DLS_k0_cce7007fa1874896d69bc7ce55e6a45f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33905538.fa.gz	
SAMN33926972	SRR23978159	ERZ26484348	seqkit.v0.1_DLS_k0_6124c128ae5b59445914f79d8946d3d2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33926972.fa.gz	
SAMN33926973	SRR23978158	ERZ26484353	seqkit.v0.1_DLS_k0_c32ec53741ce4c437a68ad848a4ac394	NO_RUNS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	NO_RUNS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33926973.fa.gz	No runs pass AllTheBacteria checks
SAMN33926976	SRR23978168	ERZ26484358	seqkit.v0.1_DLS_k0_25a50bdf3a1c3f1015ff12bb6798ed22	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33926976.fa.gz	
SAMN33926982	SRR23978162	ERZ26484391	seqkit.v0.1_DLS_k0_9e3dea25779e328a5315e24c7647f16e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33926982.fa.gz	
SAMN33926983	SRR23978161	ERZ26484396	seqkit.v0.1_DLS_k0_39b291d591be74574033515d749d6c9c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33926983.fa.gz	
SAMN33939774	SRR23981706	ERZ26484520	seqkit.v0.1_DLS_k0_d9c3e72ab1ec460e10c19398ce207837	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33939774.fa.gz	
SAMN33939828	SRR23982139	ERZ26484621	seqkit.v0.1_DLS_k0_7cd838a8e953d3456a56dc738ef0f415	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33939828.fa.gz	
SAMN33939829	SRR23982138	ERZ26484626	seqkit.v0.1_DLS_k0_ec069b56713398c9411d4d1caf4751ce	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33939829.fa.gz	
SAMN33952807	SRR23993263	ERZ26484307	seqkit.v0.1_DLS_k0_49db4398671fb93af5338427463648a2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33952807.fa.gz	
SAMN33952808	SRR23993262	ERZ26484312	seqkit.v0.1_DLS_k0_ee8e0653ae1f8b7318c9f048e2b31baa	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33952808.fa.gz	
SAMN33971124	SRR24007553	ERZ26484838	seqkit.v0.1_DLS_k0_4e6a8ba33f75742b538e058127c7e8ab	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33971124.fa.gz	
SAMN33986150	SRR24016452	ERZ26484974	seqkit.v0.1_DLS_k0_c768fc8fe08d45abb92400b0a701e197	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33986150.fa.gz	
SAMN33986151	SRR24016451	ERZ26484978	seqkit.v0.1_DLS_k0_40e23754b45373cedcff5a446dd81a64	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN33986151.fa.gz	
SAMN34030547	SRR24036179	ERZ26485555	seqkit.v0.1_DLS_k0_1507215c901fa1026c148f96483b1d70	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34030547.fa.gz	
SAMN34030548	SRR24036178	ERZ26485560	seqkit.v0.1_DLS_k0_d90bbe128e4c1dcb46c592c303c32cd9	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34030548.fa.gz	
SAMN34030549	SRR24036184	ERZ26485566	seqkit.v0.1_DLS_k0_e3698bfd0335400987bf45dc2a298ce6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34030549.fa.gz	
SAMN34030554	SRR24036174	ERZ26485580	seqkit.v0.1_DLS_k0_e133a963dddf9e1b183544f428e8fc7a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34030554.fa.gz	
SAMN34030555	SRR24036173	ERZ26485585	seqkit.v0.1_DLS_k0_e7608b9bd45bd12581f4b1dd8b30bf21	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34030555.fa.gz	
SAMN34046293	SRR24045898	ERZ26488708	seqkit.v0.1_DLS_k0_89a989f81167b551566dceb1163fa502	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34046293.fa.gz	
SAMN34046294	SRR24045897	ERZ26488710	seqkit.v0.1_DLS_k0_81791829659f5a53658f07cd8c54b06b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34046294.fa.gz	
SAMN34055601	SRR24052945	ERZ26489082	seqkit.v0.1_DLS_k0_4ef9e7dbf1048e1cf616ff85ca169ba0	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34055601.fa.gz	
SAMN34055602	SRR24052944	ERZ26489087	seqkit.v0.1_DLS_k0_0ab011b584ee16c9313244015aa39c13	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34055602.fa.gz	
SAMN34068160	SRR24063264	ERZ26484701	seqkit.v0.1_DLS_k0_e50974bcf704caa26b59af788b443d64	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34068160.fa.gz	
SAMN34068375	SRR24065772	ERZ26484720	seqkit.v0.1_DLS_k0_0a0167eb01336dbe316e60e91bd38294	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34068375.fa.gz	
SAMN34070965	SRR24092617	ERZ26484739	seqkit.v0.1_DLS_k0_45c110458e65a8d6c077e3e486af8f38	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070965.fa.gz	
SAMN34070966	SRR24092616	ERZ26484744	seqkit.v0.1_DLS_k0_8d8b929b7c08ab73155c12f07d6d7fec	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070966.fa.gz	
SAMN34070967	SRR24092558	ERZ26484748	seqkit.v0.1_DLS_k0_2436cca4fb9e961abf7cae055fb0800a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070967.fa.gz	
SAMN34070968	SRR24092547	ERZ26484753	seqkit.v0.1_DLS_k0_80e86cc9a171a62626ff77d39522c76b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070968.fa.gz	
SAMN34070969	SRR24092536	ERZ26484757	seqkit.v0.1_DLS_k0_f782c93fb6b628f9db29e54ff8114467	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070969.fa.gz	
SAMN34070970	SRR24092525	ERZ26484761	seqkit.v0.1_DLS_k0_70d5921580d1318011d398fdbfd5d9cc	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070970.fa.gz	
SAMN34070971	SRR24092514	ERZ26484766	seqkit.v0.1_DLS_k0_a8a0d1f3b4eefdc41253c45f859e6cf3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070971.fa.gz	
SAMN34070972	SRR24092503	ERZ26484771	seqkit.v0.1_DLS_k0_9c46e1490adb6a6d1d606c4c886cdad6	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070972.fa.gz	
SAMN34070973	SRR24092492	ERZ26484776	seqkit.v0.1_DLS_k0_525f0a1f9a7d3f79282e79a5040b9520	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070973.fa.gz	
SAMN34070974	SRR24092481	ERZ26484781	seqkit.v0.1_DLS_k0_1df752cfd4671f1baae1a4e2bb5cb389	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070974.fa.gz	
SAMN34070975	SRR24092615	ERZ26484785	seqkit.v0.1_DLS_k0_b6694ef4e8dc23e2fc776b7895fbdcdc	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070975.fa.gz	
SAMN34070976	SRR24092604	ERZ26484790	seqkit.v0.1_DLS_k0_62e922e029e3ac04b857918d972d306a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070976.fa.gz	
SAMN34070977	SRR24092593	ERZ26484795	seqkit.v0.1_DLS_k0_67adce44c2eb4b7ad023ccea47b71eee	PASS	1	Incr_release.202408	Pseudomonas aeruginosa PA14	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070977.fa.gz	
SAMN34070978	SRR24092582	ERZ26484799	seqkit.v0.1_DLS_k0_729177ac05bd0e877d28c031a2935f6d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa PA14	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070978.fa.gz	
SAMN34070979	SRR24092571	ERZ26484804	seqkit.v0.1_DLS_k0_ac053b3313708df11c2a27b4c600978f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34070979.fa.gz	
